Book_ID,Title,Author,GenRev_Similarity_Score
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.8
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.8
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.79
86,Becoming,Michelle Obama,0.78
84,Shade: A Tale of Two Presidents,Pete Souza,0.77
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.77
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.76
84,Shade: A Tale of Two Presidents,Pete Souza,0.76
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.76
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.76
84,Shade: A Tale of Two Presidents,Pete Souza,0.76
84,Shade: A Tale of Two Presidents,Pete Souza,0.76
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.76
81,Fear: Trump in the White House,Bob Woodward,0.76
84,Shade: A Tale of Two Presidents,Pete Souza,0.75
84,Shade: A Tale of Two Presidents,Pete Souza,0.75
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.75
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.75
84,Shade: A Tale of Two Presidents,Pete Souza,0.75
84,Shade: A Tale of Two Presidents,Pete Souza,0.75
57,Unfreedom of the Press,Mark R. Levin,0.75
57,Unfreedom of the Press,Mark R. Levin,0.75
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.75
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.75
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.75
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.75
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.75
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.75
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.75
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.75
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.75
84,Shade: A Tale of Two Presidents,Pete Souza,0.75
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.75
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.75
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.75
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.75
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.74
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.74
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.74
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.74
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.74
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.74
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.74
84,Shade: A Tale of Two Presidents,Pete Souza,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.74
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.74
96,Understanding Trump,Newt Gingrich,0.74
99,What Happened,Hillary Rodham Clinton,0.74
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.74
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.74
94,"Al Franken, Giant of the Senate",Al Franken,0.74
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.74
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.74
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
96,Understanding Trump,Newt Gingrich,0.74
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
84,Shade: A Tale of Two Presidents,Pete Souza,0.74
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.74
94,"Al Franken, Giant of the Senate",Al Franken,0.74
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.74
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.74
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.74
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.74
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.74
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.74
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.74
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
96,Understanding Trump,Newt Gingrich,0.74
96,Understanding Trump,Newt Gingrich,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
84,Shade: A Tale of Two Presidents,Pete Souza,0.74
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.74
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
84,Shade: A Tale of Two Presidents,Pete Souza,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
84,Shade: A Tale of Two Presidents,Pete Souza,0.74
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.74
84,Shade: A Tale of Two Presidents,Pete Souza,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.73
81,Fear: Trump in the White House,Bob Woodward,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.73
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.73
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
99,What Happened,Hillary Rodham Clinton,0.73
70,Fascism: A Warning,Madeleine K. Albright,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
81,Fear: Trump in the White House,Bob Woodward,0.73
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
81,Fear: Trump in the White House,Bob Woodward,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.73
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.73
84,Shade: A Tale of Two Presidents,Pete Souza,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.73
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.73
84,Shade: A Tale of Two Presidents,Pete Souza,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.73
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.73
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
96,Understanding Trump,Newt Gingrich,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.73
84,Shade: A Tale of Two Presidents,Pete Souza,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
96,Understanding Trump,Newt Gingrich,0.73
96,Understanding Trump,Newt Gingrich,0.73
99,What Happened,Hillary Rodham Clinton,0.73
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.73
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.73
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.73
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.73
99,What Happened,Hillary Rodham Clinton,0.73
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.73
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.73
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.73
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.73
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.73
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
100,Killing England: The Brutal Struggle for American Independence,Bill O'Reilly,0.73
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.73
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.73
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.73
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.73
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.73
57,Unfreedom of the Press,Mark R. Levin,0.72
89,Trump's War: His Battle for America,Michael Savage,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
66,Grant,Ron Chernow,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.72
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.72
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.72
57,Unfreedom of the Press,Mark R. Levin,0.72
96,Understanding Trump,Newt Gingrich,0.72
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
89,Trump's War: His Battle for America,Michael Savage,0.72
96,Understanding Trump,Newt Gingrich,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
96,Understanding Trump,Newt Gingrich,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.72
96,Understanding Trump,Newt Gingrich,0.72
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.72
96,Understanding Trump,Newt Gingrich,0.72
88,Portraits of Courage: A Commander in Chief's Tribute to America's Warriors,George W. Bush,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
96,Understanding Trump,Newt Gingrich,0.72
70,Fascism: A Warning,Madeleine K. Albright,0.72
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.72
57,Unfreedom of the Press,Mark R. Levin,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
96,Understanding Trump,Newt Gingrich,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
97,Rediscovering Americanism: And the Tyranny of Progressivism,Mark R. Levin,0.72
96,Understanding Trump,Newt Gingrich,0.72
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.72
89,Trump's War: His Battle for America,Michael Savage,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.72
97,Rediscovering Americanism: And the Tyranny of Progressivism,Mark R. Levin,0.72
81,Fear: Trump in the White House,Bob Woodward,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
70,Fascism: A Warning,Madeleine K. Albright,0.72
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.72
81,Fear: Trump in the White House,Bob Woodward,0.72
57,Unfreedom of the Press,Mark R. Levin,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
57,Unfreedom of the Press,Mark R. Levin,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
81,Fear: Trump in the White House,Bob Woodward,0.72
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
81,Fear: Trump in the White House,Bob Woodward,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
84,Shade: A Tale of Two Presidents,Pete Souza,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
70,Fascism: A Warning,Madeleine K. Albright,0.72
84,Shade: A Tale of Two Presidents,Pete Souza,0.72
94,"Al Franken, Giant of the Senate",Al Franken,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
94,"Al Franken, Giant of the Senate",Al Franken,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
99,What Happened,Hillary Rodham Clinton,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.72
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.72
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
94,"Al Franken, Giant of the Senate",Al Franken,0.72
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
99,What Happened,Hillary Rodham Clinton,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
84,Shade: A Tale of Two Presidents,Pete Souza,0.72
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
53,Life Will Be the Death of Me: . . . and You Too!,Chelsea Handler,0.72
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
84,Shade: A Tale of Two Presidents,Pete Souza,0.72
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
99,What Happened,Hillary Rodham Clinton,0.72
84,Shade: A Tale of Two Presidents,Pete Souza,0.72
96,Understanding Trump,Newt Gingrich,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.72
94,"Al Franken, Giant of the Senate",Al Franken,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
66,Grant,Ron Chernow,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
89,Trump's War: His Battle for America,Michael Savage,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.72
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.72
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.72
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.72
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.71
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.71
70,Fascism: A Warning,Madeleine K. Albright,0.71
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.71
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.71
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.71
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.71
99,What Happened,Hillary Rodham Clinton,0.71
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.71
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.71
84,Shade: A Tale of Two Presidents,Pete Souza,0.71
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.71
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.71
77,"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",Jeanine Pirro,0.71
70,Fascism: A Warning,Madeleine K. Albright,0.71
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.71
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.71
70,Fascism: A Warning,Madeleine K. Albright,0.71
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.71
68,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,0.71
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.71
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.71
